NOMEREGIAO,NOMEESTADO1,NOMEPRODUTO,Textbox131,Textbox132,Textbox31,Textbox32,Textbox40,Textbox41,Textbox11,Textbox13
SUL,PR,"""CAFÉ""",21,"6.387.451,06",2.704,"647.844.537,20",8.670,"3.169.798.914,79",12.563,"7.667.205.566,37"
SUL,PR,"""LARANJA""",5,"5.000.000,00",2.704,"647.844.537,20",8.670,"3.169.798.914,79",12.563,"7.667.205.566,37"
SUL,PR,"""FEIJÃO""",6,"2.814.219,21",2.704,"647.844.537,20",8.670,"3.169.798.914,79",12.563,"7.667.205.566,37"
SUL,PR,"""MANDIOCA (AIPIM, MACAXEIRA)""",3,"2.346.561,00",2.704,"647.844.537,20",8.670,"3.169.798.914,79",12.563,"7.667.205.566,37"
SUL,PR,"""MAÇÃ""",1,"230.000,00",2.704,"647.844.537,20",8.670,"3.169.798.914,79",12.563,"7.667.205.566,37"
SUL,PR,"""AMENDOIM""",1,"70.000,00",2.704,"647.844.537,20",8.670,"3.169.798.914,79",12.563,"7.667.205.566,37"
SUL,SC,"""ARROZ""",1.041,"165.034.424,38",1.432,"294.334.091,35",8.670,"3.169.798.914,79",12.563,"7.667.205.566,37"
SUL,SC,"""SOJA""",162,"68.852.374,30",1.432,"294.334.091,35",8.670,"3.169.798.914,79",12.563,"7.667.205.566,37"
SUL,SC,"""MAÇÃ""",85,"26.978.708,22",1.432,"294.334.091,35",8.670,"3.169.798.914,79",12.563,"7.667.205.566,37"
SUL,SC,"""MILHO""",79,"17.175.712,92",1.432,"294.334.091,35",8.670,"3.169.798.914,79",12.563,"7.667.205.566,37"
SUL,SC,"""ALHO""",47,"12.647.755,93",1.432,"294.334.091,35",8.670,"3.169.798.914,79",12.563,"7.667.205.566,37"
SUL,SC,"""TRIGO""",9,"2.785.967,60",1.432,"294.334.091,35",8.670,"3.169.798.914,79",12.563,"7.667.205.566,37"
SUL,SC,"""MANDIOCA (AIPIM, MACAXEIRA)""",4,"488.000,00",1.432,"294.334.091,35",8.670,"3.169.798.914,79",12.563,"7.667.205.566,37"
SUL,SC,"""FEIJÃO""",5,"371.148,00",1.432,"294.334.091,35",8.670,"3.169.798.914,79",12.563,"7.667.205.566,37"
CENTRO-OESTE,MT,"""SOJA""",279,"518.081.806,99",633,"1.157.336.271,73",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,MT,"""MILHO""",237,"342.938.441,91",633,"1.157.336.271,73",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,MT,"""ALGODÃO""",114,"292.902.217,23",633,"1.157.336.271,73",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,MT,"""FEIJÃO""",2,"3.000.000,00",633,"1.157.336.271,73",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,MT,"""ARROZ""",1,"413.805,60",633,"1.157.336.271,73",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,GO,"""SOJA""",339,"645.262.103,46",581,"987.852.868,99",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,GO,"""MILHO""",190,"249.616.931,86",581,"987.852.868,99",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,GO,"""ALGODÃO""",19,"35.625.499,40",581,"987.852.868,99",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,GO,"""SORGO""",5,"18.257.140,87",581,"987.852.868,99",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,GO,"""CAFÉ""",6,"13.309.143,61",581,"987.852.868,99",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,GO,"""ALHO""",8,"11.700.011,20",581,"987.852.868,99",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,GO,"""ARROZ""",7,"7.849.000,00",581,"987.852.868,99",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,GO,"""TRIGO""",5,"3.574.769,90",581,"987.852.868,99",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,GO,"""FEIJÃO""",2,"2.658.268,69",581,"987.852.868,99",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,MS,"""SOJA""",423,"365.555.710,59",870,"689.869.574,90",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,MS,"""MILHO""",422,"284.408.328,65",870,"689.869.574,90",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,MS,"""ALGODÃO""",17,"36.979.985,66",870,"689.869.574,90",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,MS,"""ARROZ""",4,"1.860.657,00",870,"689.869.574,90",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,MS,"""AMENDOIM""",2,"670.000,00",870,"689.869.574,90",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,MS,"""TRIGO""",2,"394.893,00",870,"689.869.574,90",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,DF,"""SOJA""",18,"13.238.888,80",27,"25.256.848,35",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,DF,"""MILHO""",8,"7.517.959,55",27,"25.256.848,35",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
CENTRO-OESTE,DF,"""TRIGO""",1,"4.500.000,00",27,"25.256.848,35",2.111,"2.860.315.563,97",12.563,"7.667.205.566,37"
SUDESTE,MG,"""SOJA""",103,"249.834.862,40",737,"713.321.393,17",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,MG,"""MILHO""",100,"225.780.514,69",737,"713.321.393,17",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,MG,"""CAFÉ""",501,"176.159.413,61",737,"713.321.393,17",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,MG,"""ALGODÃO""",6,"19.263.241,42",737,"713.321.393,17",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,MG,"""ALHO""",10,"18.015.699,26",737,"713.321.393,17",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,MG,"""FEIJÃO""",9,"17.469.200,50",737,"713.321.393,17",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,MG,"""TRIGO""",4,"5.046.373,29",737,"713.321.393,17",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,MG,"""SORGO""",4,"1.752.088,00",737,"713.321.393,17",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,SP,"""AMENDOIM""",151,"96.986.267,40",539,"270.073.911,99",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,SP,"""SOJA""",112,"60.975.995,53",539,"270.073.911,99",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,SP,"""MILHO""",134,"52.830.290,28",539,"270.073.911,99",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,SP,"""CAFÉ""",105,"32.126.376,85",539,"270.073.911,99",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,SP,"""TRIGO""",17,"11.474.933,13",539,"270.073.911,99",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,SP,"""MANDIOCA (AIPIM, MACAXEIRA)""",2,"7.500.000,00",539,"270.073.911,99",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,SP,"""ALGODÃO""",4,"5.200.000,00",539,"270.073.911,99",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,SP,"""FEIJÃO""",3,"1.518.125,00",539,"270.073.911,99",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,SP,"""ARROZ""",9,"1.331.722,80",539,"270.073.911,99",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,SP,"""SORGO""",2,"130.201,00",539,"270.073.911,99",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
SUDESTE,ES,"""CAFÉ""",97,"19.958.819,14",97,"19.958.819,14",1.373,"1.003.354.124,30",12.563,"7.667.205.566,37"
NORDESTE,PI,"""MILHO""",60,"116.953.914,59",105,"241.743.289,97",308,"509.318.641,93",12.563,"7.667.205.566,37"
NORDESTE,PI,"""SOJA""",41,"106.980.944,87",105,"241.743.289,97",308,"509.318.641,93",12.563,"7.667.205.566,37"
NORDESTE,PI,"""ALGODÃO""",2,"17.212.230,51",105,"241.743.289,97",308,"509.318.641,93",12.563,"7.667.205.566,37"
NORDESTE,PI,"""ARROZ""",1,"391.200,00",105,"241.743.289,97",308,"509.318.641,93",12.563,"7.667.205.566,37"
NORDESTE,PI,"""CARNAÚBA""",1,"205.000,00",105,"241.743.289,97",308,"509.318.641,93",12.563,"7.667.205.566,37"
NORDESTE,BA,"""SOJA""",37,"78.460.070,68",88,"151.509.320,15",308,"509.318.641,93",12.563,"7.667.205.566,37"
NORDESTE,BA,"""ALGODÃO""",22,"52.109.359,52",88,"151.509.320,15",308,"509.318.641,93",12.563,"7.667.205.566,37"
NORDESTE,BA,"""CAFÉ""",19,"11.523.581,47",88,"151.509.320,15",308,"509.318.641,93",12.563,"7.667.205.566,37"
NORDESTE,BA,"""MILHO""",10,"9.416.308,48",88,"151.509.320,15",308,"509.318.641,93",12.563,"7.667.205.566,37"
NORDESTE,MA,"""MILHO""",39,"49.836.787,88",80,"99.532.163,04",308,"509.318.641,93",12.563,"7.667.205.566,37"
NORDESTE,MA,"""SOJA""",40,"49.349.055,68",80,"99.532.163,04",308,"509.318.641,93",12.563,"7.667.205.566,37"
NORDESTE,MA,"""ARROZ""",1,"346.319,48",80,"99.532.163,04",308,"509.318.641,93",12.563,"7.667.205.566,37"
NORDESTE,SE,"""MILHO""",16,"8.903.908,13",16,"8.903.908,13",308,"509.318.641,93",12.563,"7.667.205.566,37"
NORDESTE,CE,"""CARNAÚBA""",19,"7.629.960,64",19,"7.629.960,64",308,"509.318.641,93",12.563,"7.667.205.566,37"
NORTE,TO,"""ARROZ""",36,"44.974.000,00",94,"109.070.131,38",101,"124.418.321,38",12.563,"7.667.205.566,37"
NORTE,TO,"""SOJA""",26,"39.458.397,14",94,"109.070.131,38",101,"124.418.321,38",12.563,"7.667.205.566,37"
NORTE,TO,"""MILHO""",32,"24.637.734,24",94,"109.070.131,38",101,"124.418.321,38",12.563,"7.667.205.566,37"
NORTE,PA,"""MILHO""",3,"10.999.200,00",7,"15.348.190,00",101,"124.418.321,38",12.563,"7.667.205.566,37"
NORTE,PA,"""SOJA""",4,"4.348.990,00",7,"15.348.190,00",101,"124.418.321,38",12.563,"7.667.205.566,37"

