"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Unidade da Federação";"Ano";"Produto das lavouras temporárias e permanentes";"Variável"
"Unidade da Federação";"Ano";"Produto das lavouras temporárias e permanentes";"Quantidade produzida (Toneladas)";"Valor da produção (Mil Reais)"
"São Paulo";"2013";"Arroz (em casca)";"67532";"46770"
"São Paulo";"2013";"Aveia (em grão)";"6100";"1748"
"São Paulo";"2013";"Azeitona";"-";"-"
"São Paulo";"2013";"Banana (cacho)";"1090009";"687484"
"São Paulo";"2013";"Batata-doce";"71418";"46771"
"São Paulo";"2013";"Batata-inglesa";"651476";"585472"
"São Paulo";"2013";"Borracha (látex coagulado)";"175044";"457519"
"São Paulo";"2013";"Borracha (látex líquido)";"...";"..."
"São Paulo";"2013";"Cacau (em amêndoa)";"-";"-"
"São Paulo";"2013";"Café (em grão) Total";"273928";"1208140"
"São Paulo";"2013";"Café (em grão) Arábica";"273913";"1208075"
"São Paulo";"2013";"Café (em grão) Canephora";"15";"65"
"São Paulo";"2013";"Caju";"...";"..."
"São Paulo";"2013";"Cana-de-açúcar";"434079735";"23084234"
"São Paulo";"2013";"Cana para forragem";"...";"..."
"São Paulo";"2013";"Caqui";"91773";"132718"
"São Paulo";"2013";"Castanha de caju";"-";"-"
"São Paulo";"2013";"Cebola";"190268";"123328"
"São Paulo";"2013";"Centeio (em grão)";"-";"-"
"São Paulo";"2013";"Cevada (em grão)";"-";"-"
"São Paulo";"2013";"Chá-da-índia (folha verde)";"2812";"1925"
"São Paulo";"2013";"Coco-da-baía*";"25012";"22789"
"São Paulo";"2013";"Dendê (cacho de coco)";"-";"-"
"São Paulo";"2013";"Erva-mate (folha verde)";"-";"-"
"São Paulo";"2013";"Ervilha (em grão)";"13";"13"
"São Paulo";"2013";"Fava (em grão)";"-";"-"
"São Paulo";"2013";"Feijão (em grão)";"216471";"512189"
"São Paulo";"2013";"Figo";"10737";"31012"
"São Paulo";"2013";"Fumo (em folha)";"59";"306"
"São Paulo";"2013";"Girassol (em grão)";"-";"-"
"São Paulo";"2013";"Goiaba";"138058";"104306"
"São Paulo";"2013";"Guaraná (semente)";"-";"-"
"São Paulo";"2013";"Juta (fibra)";"-";"-"
"São Paulo";"2013";"Laranja";"13018878";"2877816"
"São Paulo";"2013";"Limão";"773411";"420946"
"São Paulo";"2013";"Linho (semente)";"-";"-"
"São Paulo";"2013";"Maçã";"3742";"3891"
"São Paulo";"2013";"Malva (fibra)";"-";"-"
"São Paulo";"2013";"Mamão";"11798";"8156"
"São Paulo";"2013";"Mamona (baga)";"79";"72"
"São Paulo";"2013";"Mandioca";"1323090";"485571"
"São Paulo";"2013";"Manga";"214260";"114868"
"São Paulo";"2013";"Maracujá";"22553";"32995"
"São Paulo";"2013";"Marmelo";"-";"-"
"São Paulo";"2013";"Melancia";"174940";"84148"
"São Paulo";"2013";"Melão";"401";"332"
"São Paulo";"2013";"Milho (em grão)";"4408375";"1726578"
"São Paulo";"2013";"Noz (fruto seco)";"1514";"4558"
"São Paulo";"2013";"Palmito";"32178";"121837"
"São Paulo";"2013";"Pera";"298";"668"
"São Paulo";"2013";"Pêssego";"26849";"80392"
"São Paulo";"2013";"Pimenta-do-reino";"-";"-"
"São Paulo";"2013";"Rami (fibra)";"-";"-"
"São Paulo";"2013";"Sisal ou agave (fibra)";"-";"-"
"São Paulo";"2013";"Soja (em grão)";"1844951";"1671773"
"São Paulo";"2013";"Sorgo (em grão)";"78857";"27715"
"São Paulo";"2013";"Tangerina";"323321";"183859"
"São Paulo";"2013";"Tomate";"885894";"1196865"
"São Paulo";"2013";"Trigo (em grão)";"84345";"60984"
"São Paulo";"2013";"Triticale (em grão)";"12670";"5103"
"São Paulo";"2013";"Tungue (fruto seco)";"-";"-"
"São Paulo";"2013";"Urucum (semente)";"2869";"13217"
"São Paulo";"2013";"Uva";"166602";"389667"
"São Paulo";"2014";"Abacate";"79316";"75769"
"São Paulo";"2014";"Abacaxi*";"88401";"76924"
"São Paulo";"2014";"Açaí";"...";"..."
"São Paulo";"2014";"Alfafa fenada";"...";"..."
"São Paulo";"2014";"Algodão arbóreo (em caroço)";"-";"-"
"São Paulo";"2014";"Algodão herbáceo (em caroço)";"40738";"55617"
"São Paulo";"2014";"Alho";"76";"448"
"São Paulo";"2014";"Amendoim (em casca)";"366216";"442035"
"São Paulo";"2014";"Arroz (em casca)";"59802";"44734"
"São Paulo";"2014";"Aveia (em grão)";"6252";"2092"
"São Paulo";"2014";"Azeitona";"48";"168"
"São Paulo";"2014";"Banana (cacho)";"1056387";"819747"
"São Paulo";"2014";"Batata-doce";"74988";"51906"
"São Paulo";"2014";"Batata-inglesa";"687726";"505918"
"São Paulo";"2014";"Borracha (látex coagulado)";"185274";"376912"
"São Paulo";"2014";"Borracha (látex líquido)";"...";"..."
"São Paulo";"2014";"Cacau (em amêndoa)";"-";"-"
"São Paulo";"2014";"Café (em grão) Total";"289257";"1598993"
"São Paulo";"2014";"Café (em grão) Arábica";"289205";"1598801"
"São Paulo";"2014";"Café (em grão) Canephora";"52";"192"
"São Paulo";"2014";"Caju";"...";"..."
"São Paulo";"2014";"Cana-de-açúcar";"401332100";"21417291"
"São Paulo";"2014";"Cana para forragem";"...";"..."
"São Paulo";"2014";"Caqui";"105879";"143080"
"São Paulo";"2014";"Castanha de caju";"-";"-"
"São Paulo";"2014";"Cebola";"203493";"158147"
"São Paulo";"2014";"Centeio (em grão)";"-";"-"
"São Paulo";"2014";"Cevada (em grão)";"-";"-"
"São Paulo";"2014";"Chá-da-índia (folha verde)";"5612";"5612"
"São Paulo";"2014";"Coco-da-baía*";"23697";"19874"
"São Paulo";"2014";"Dendê (cacho de coco)";"-";"-"
"São Paulo";"2014";"Erva-mate (folha verde)";"-";"-"
"São Paulo";"2014";"Ervilha (em grão)";"424";"2028"
"São Paulo";"2014";"Fava (em grão)";"-";"-"
"São Paulo";"2014";"Feijão (em grão)";"194490";"316795"
"São Paulo";"2014";"Figo";"9916";"34166"
"São Paulo";"2014";"Fumo (em folha)";"23";"135"
"São Paulo";"2014";"Girassol (em grão)";"242";"169"
"São Paulo";"2014";"Goiaba";"133622";"103505"
"São Paulo";"2014";"Guaraná (semente)";"-";"-"
"São Paulo";"2014";"Juta (fibra)";"-";"-"
"São Paulo";"2014";"Laranja";"12290567";"3656703"
"São Paulo";"2014";"Limão";"764514";"529515"
"São Paulo";"2014";"Linho (semente)";"-";"-"
"São Paulo";"2014";"Maçã";"2961";"4788"
"São Paulo";"2014";"Malva (fibra)";"-";"-"
"São Paulo";"2014";"Mamão";"20595";"13615"
"São Paulo";"2014";"Mamona (baga)";"4";"8"
"São Paulo";"2014";"Mandioca";"1316946";"414283"
"São Paulo";"2014";"Manga";"205461";"118997"
"São Paulo";"2014";"Maracujá";"20187";"39906"
"São Paulo";"2014";"Marmelo";"-";"-"
"São Paulo";"2014";"Melancia";"194334";"119426"
"São Paulo";"2014";"Melão";"473";"536"
"São Paulo";"2014";"Milho (em grão)";"3983895";"1538592"
"São Paulo";"2014";"Noz (fruto seco)";"1554";"6662"
"São Paulo";"2014";"Palmito";"72446";"293068"
"São Paulo";"2014";"Pera";"346";"705"
"São Paulo";"2014";"Pêssego";"31209";"69731"
"São Paulo";"2014";"Pimenta-do-reino";"-";"-"
"São Paulo";"2014";"Rami (fibra)";"-";"-"
"São Paulo";"2014";"Sisal ou agave (fibra)";"-";"-"
"São Paulo";"2014";"Soja (em grão)";"1709229";"1708011"
"São Paulo";"2014";"Sorgo (em grão)";"45790";"13904"
"São Paulo";"2014";"Tangerina";"308966";"230612"
"São Paulo";"2014";"Tomate";"956869";"1667072"
"São Paulo";"2014";"Trigo (em grão)";"233078";"134015"
"São Paulo";"2014";"Triticale (em grão)";"13360";"3884"
"São Paulo";"2014";"Tungue (fruto seco)";"-";"-"
"São Paulo";"2014";"Urucum (semente)";"3452";"15258"
"São Paulo";"2014";"Uva";"153822";"404652"
"São Paulo";"2015";"Abacate";"90281";"121411"
"São Paulo";"2015";"Abacaxi*";"96719";"89935"
"São Paulo";"2015";"Açaí";"-";"-"
"São Paulo";"2015";"Alfafa fenada";"...";"..."
"São Paulo";"2015";"Algodão arbóreo (em caroço)";"-";"-"
"São Paulo";"2015";"Algodão herbáceo (em caroço)";"14268";"22580"
"São Paulo";"2015";"Alho";"82";"340"
"São Paulo";"2015";"Amendoim (em casca)";"457903";"556993"
"São Paulo";"2015";"Arroz (em casca)";"62022";"44592"
"São Paulo";"2015";"Aveia (em grão)";"17128";"6122"
"São Paulo";"2015";"Azeitona";"91";"272"
"São Paulo";"2015";"Banana (cacho)";"998038";"778793"
"São Paulo";"2015";"Batata-doce";"113793";"73413"
"São Paulo";"2015";"Batata-inglesa";"729957";"740407"
"São Paulo";"2015";"Borracha (látex coagulado)";"182303";"341584"
"São Paulo";"2015";"Borracha (látex líquido)";"...";"..."
"São Paulo";"2015";"Cacau (em amêndoa)";"-";"-"
"São Paulo";"2015";"Café (em grão) Total";"254376";"1429823"
"São Paulo";"2015";"Café (em grão) Arábica";"254348";"1429729"
"São Paulo";"2015";"Café (em grão) Canephora";"28";"93"
"São Paulo";"2015";"Caju";"...";"..."
"São Paulo";"2015";"Cana-de-açúcar";"423419511";"22642728"
"São Paulo";"2015";"Cana para forragem";"...";"..."
"São Paulo";"2015";"Caqui";"112396";"167656"
"São Paulo";"2015";"Castanha de caju";"-";"-"
"São Paulo";"2015";"Cebola";"197070";"282582"
"São Paulo";"2015";"Centeio (em grão)";"-";"-"
"São Paulo";"2015";"Cevada (em grão)";"6000";"3106"
"São Paulo";"2015";"Chá-da-índia (folha verde)";"2274";"1701"
"São Paulo";"2015";"Coco-da-baía*";"25039";"22984"
"São Paulo";"2015";"Dendê (cacho de coco)";"-";"-"
"São Paulo";"2015";"Erva-mate (folha verde)";"-";"-"
"São Paulo";"2015";"Ervilha (em grão)";"12";"32"
"São Paulo";"2015";"Fava (em grão)";"-";"-"
"São Paulo";"2015";"Feijão (em grão)";"235999";"490983"
"São Paulo";"2015";"Figo";"11157";"42158"
"São Paulo";"2015";"Fumo (em folha)";"16";"74"
"São Paulo";"2015";"Girassol (em grão)";"1897";"1575"
"São Paulo";"2015";"Goiaba";"143682";"109148"
"São Paulo";"2015";"Guaraná (semente)";"-";"-"
"São Paulo";"2015";"Juta (fibra)";"-";"-"
"São Paulo";"2015";"Laranja";"12279253";"3656571"
"São Paulo";"2015";"Limão";"759495";"498388"
"São Paulo";"2015";"Linho (semente)";"-";"-"
"São Paulo";"2015";"Maçã";"5446";"13241"
"São Paulo";"2015";"Malva (fibra)";"-";"-"
"São Paulo";"2015";"Mamão";"40337";"28955"
"São Paulo";"2015";"Mamona (baga)";"-";"-"
"São Paulo";"2015";"Mandioca";"1171901";"264725"
"São Paulo";"2015";"Manga";"184042";"144782"
"São Paulo";"2015";"Maracujá";"23697";"40294"
"São Paulo";"2015";"Marmelo";"-";"-"
"São Paulo";"2015";"Melancia";"240716";"126891"
"São Paulo";"2015";"Melão";"273";"227"
"São Paulo";"2015";"Milho (em grão)";"4688951";"1895732"
"São Paulo";"2015";"Noz (fruto seco)";"1063";"5245"
"São Paulo";"2015";"Palmito";"22716";"36845"
"São Paulo";"2015";"Pera";"308";"616"
"São Paulo";"2015";"Pêssego";"35954";"87452"
"São Paulo";"2015";"Pimenta-do-reino";"-";"-"
"São Paulo";"2015";"Rami (fibra)";"-";"-"
"São Paulo";"2015";"Sisal ou agave (fibra)";"-";"-"
"São Paulo";"2015";"Soja (em grão)";"2406262";"2398440"
"São Paulo";"2015";"Sorgo (em grão)";"71360";"21204"
"São Paulo";"2015";"Tangerina";"356264";"253085"
"São Paulo";"2015";"Tomate";"1097937";"1562100"
"São Paulo";"2015";"Trigo (em grão)";"320755";"193462"
"São Paulo";"2015";"Triticale (em grão)";"9375";"3656"
"São Paulo";"2015";"Tungue (fruto seco)";"-";"-"
"São Paulo";"2015";"Urucum (semente)";"3690";"18852"
"São Paulo";"2015";"Uva";"142631";"396092"
"São Paulo";"2016";"Abacate";"104011";"96237"
"São Paulo";"2016";"Abacaxi*";"93647";"113784"
"São Paulo";"2016";"Açaí";"-";"-"
"São Paulo";"2016";"Alfafa fenada";"...";"..."
"São Paulo";"2016";"Algodão arbóreo (em caroço)";"-";"-"
"São Paulo";"2016";"Algodão herbáceo (em caroço)";"15246";"23941"
"São Paulo";"2016";"Alho";"74";"576"
"São Paulo";"2016";"Amendoim (em casca)";"525993";"824538"
"São Paulo";"2016";"Arroz (em casca)";"60860";"55606"
"São Paulo";"2016";"Aveia (em grão)";"12967";"5599"
"São Paulo";"2016";"Azeitona";"97";"298"
"São Paulo";"2016";"Banana (cacho)";"1089820";"1418296"
"São Paulo";"2016";"Batata-doce";"150886";"151196"
"São Paulo";"2016";"Batata-inglesa";"665878";"1031451"
"São Paulo";"2016";"Borracha (látex coagulado)";"183652";"384589"
"São Paulo";"2016";"Borracha (látex líquido)";"...";"..."
"São Paulo";"2016";"Cacau (em amêndoa)";"-";"-"
"São Paulo";"2016";"Café (em grão) Total";"340276";"2008951"
"São Paulo";"2016";"Café (em grão) Arábica";"340252";"2008867"
"São Paulo";"2016";"Café (em grão) Canephora";"24";"84"
"São Paulo";"2016";"Caju";"...";"..."
"São Paulo";"2016";"Cana-de-açúcar";"442282329";"27610365"
"São Paulo";"2016";"Cana para forragem";"...";"..."
"São Paulo";"2016";"Caqui";"102421";"170108"
"São Paulo";"2016";"Castanha de caju";"-";"-"
"São Paulo";"2016";"Cebola";"222041";"137623"
"São Paulo";"2016";"Centeio (em grão)";"-";"-"
"São Paulo";"2016";"Cevada (em grão)";"10783";"6219"
"São Paulo";"2016";"Chá-da-índia (folha verde)";"1974";"1531"
"São Paulo";"2016";"Coco-da-baía*";"17736";"22147"
"São Paulo";"2016";"Dendê (cacho de coco)";"-";"-"
"São Paulo";"2016";"Erva-mate (folha verde)";"-";"-"
"São Paulo";"2016";"Ervilha (em grão)";"16";"51"
"São Paulo";"2016";"Fava (em grão)";"-";"-"
"São Paulo";"2016";"Feijão (em grão)";"308813";"1225050"
"São Paulo";"2016";"Figo";"11391";"40760"
"São Paulo";"2016";"Fumo (em folha)";"16";"129"
"São Paulo";"2016";"Girassol (em grão)";"4115";"4972"
"São Paulo";"2016";"Goiaba";"146943";"129855"
"São Paulo";"2016";"Guaraná (semente)";"-";"-"
"São Paulo";"2016";"Juta (fibra)";"-";"-"
"São Paulo";"2016";"Laranja";"12858403";"6103254"
"São Paulo";"2016";"Limão";"882852";"870469"
"São Paulo";"2016";"Linho (semente)";"-";"-"
"São Paulo";"2016";"Maçã";"5192";"13656"
"São Paulo";"2016";"Malva (fibra)";"-";"-"
"São Paulo";"2016";"Mamão";"32997";"24860"
"São Paulo";"2016";"Mamona (baga)";"207";"311"
"São Paulo";"2016";"Mandioca";"1158884";"464420"
"São Paulo";"2016";"Manga";"178722";"150076"
"São Paulo";"2016";"Maracujá";"28275";"58307"
"São Paulo";"2016";"Marmelo";"-";"-"
"São Paulo";"2016";"Melancia";"280923";"160440"
"São Paulo";"2016";"Melão";"338";"368"
"São Paulo";"2016";"Milho (em grão)";"4592671";"2754431"
"São Paulo";"2016";"Noz (fruto seco)";"1262";"8945"
"São Paulo";"2016";"Palmito";"34504";"84089"
"São Paulo";"2016";"Pera";"285";"556"
"São Paulo";"2016";"Pêssego";"32093";"89815"
"São Paulo";"2016";"Pimenta-do-reino";"-";"-"
"São Paulo";"2016";"Rami (fibra)";"-";"-"
"São Paulo";"2016";"Sisal ou agave (fibra)";"-";"-"
"São Paulo";"2016";"Soja (em grão)";"2792796";"3165672"
"São Paulo";"2016";"Sorgo (em grão)";"79886";"41913"
"São Paulo";"2016";"Tangerina";"368284";"387216"
"São Paulo";"2016";"Tomate";"1101336";"1568438"
"São Paulo";"2016";"Trigo (em grão)";"361007";"233727"
"São Paulo";"2016";"Triticale (em grão)";"8918";"4520"
"São Paulo";"2016";"Tungue (fruto seco)";"-";"-"
"São Paulo";"2016";"Urucum (semente)";"3378";"15070"
"São Paulo";"2016";"Uva";"140613";"459212"
"São Paulo";"2017";"Abacate";"121216";"122634"
"São Paulo";"2017";"Abacaxi*";"26804";"41352"
"São Paulo";"2017";"Açaí";"-";"-"
"São Paulo";"2017";"Alfafa fenada";"...";"..."
"São Paulo";"2017";"Algodão arbóreo (em caroço)";"-";"-"
"São Paulo";"2017";"Algodão herbáceo (em caroço)";"13985";"42977"
"São Paulo";"2017";"Alho";"117";"486"
"São Paulo";"2017";"Amendoim (em casca)";"504582";"829563"
"São Paulo";"2017";"Arroz (em casca)";"59118";"46909"
"São Paulo";"2017";"Aveia (em grão)";"17824";"6078"
"São Paulo";"2017";"Azeitona";"179";"351"
"São Paulo";"2017";"Banana (cacho)";"1080759";"1664121"
"São Paulo";"2017";"Batata-doce";"161174";"78015"
"São Paulo";"2017";"Batata-inglesa";"723117";"509255"
"São Paulo";"2017";"Borracha (látex coagulado)";"208031";"549523"
"São Paulo";"2017";"Borracha (látex líquido)";"...";"..."
"São Paulo";"2017";"Cacau (em amêndoa)";"-";"-"
"São Paulo";"2017";"Café (em grão) Total";"262805";"1687106"
"São Paulo";"2017";"Café (em grão) Arábica";"262763";"1686885"
"São Paulo";"2017";"Café (em grão) Canephora";"42";"221"
"São Paulo";"2017";"Caju";"...";"..."
"São Paulo";"2017";"Cana-de-açúcar";"450424570";"30378109"
"São Paulo";"2017";"Cana para forragem";"...";"..."
"São Paulo";"2017";"Caqui";"101204";"135301"
"São Paulo";"2017";"Castanha de caju";"-";"-"
"São Paulo";"2017";"Cebola";"218012";"183965"
"São Paulo";"2017";"Centeio (em grão)";"-";"-"
"São Paulo";"2017";"Cevada (em grão)";"7932";"4799"
"São Paulo";"2017";"Chá-da-índia (folha verde)";"1974";"1451"
"São Paulo";"2017";"Coco-da-baía*";"16283";"15808"
"São Paulo";"2017";"Dendê (cacho de coco)";"-";"-"
"São Paulo";"2017";"Erva-mate (folha verde)";"-";"-"
"São Paulo";"2017";"Ervilha (em grão)";"11";"23"
"São Paulo";"2017";"Fava (em grão)";"-";"-"
"São Paulo";"2017";"Feijão (em grão)";"265564";"550942"
"São Paulo";"2017";"Figo";"10903";"36549"
"São Paulo";"2017";"Fumo (em folha)";"16";"123"
"São Paulo";"2017";"Girassol (em grão)";"6254";"4846"
"São Paulo";"2017";"Goiaba";"173926";"156890"
"São Paulo";"2017";"Guaraná (semente)";"-";"-"
"São Paulo";"2017";"Juta (fibra)";"-";"-"
"São Paulo";"2017";"Laranja";"13357707";"6188406"
"São Paulo";"2017";"Limão";"979106";"896670"
"São Paulo";"2017";"Linho (semente)";"-";"-"
"São Paulo";"2017";"Maçã";"5807";"13616"
"São Paulo";"2017";"Malva (fibra)";"-";"-"
"São Paulo";"2017";"Mamão";"13672";"10993"
"São Paulo";"2017";"Mamona (baga)";"-";"-"
"São Paulo";"2017";"Mandioca";"1068859";"595786"
"São Paulo";"2017";"Manga";"176127";"122612"
"São Paulo";"2017";"Maracujá";"30387";"65887"
"São Paulo";"2017";"Marmelo";"-";"-"
"São Paulo";"2017";"Melancia";"290196";"168184"
"São Paulo";"2017";"Melão";"363";"233"
"São Paulo";"2017";"Milho (em grão)";"5178871";"2050155"
"São Paulo";"2017";"Noz (fruto seco)";"1134";"11621"
"São Paulo";"2017";"Palmito";"29132";"70293"
"São Paulo";"2017";"Pera";"300";"797"
"São Paulo";"2017";"Pêssego";"34592";"133555"
"São Paulo";"2017";"Pimenta-do-reino";"-";"-"
"São Paulo";"2017";"Rami (fibra)";"-";"-"
"São Paulo";"2017";"Sisal ou agave (fibra)";"-";"-"
"São Paulo";"2017";"Soja (em grão)";"3291823";"3462056"
"São Paulo";"2017";"Sorgo (em grão)";"86918";"26031"
"São Paulo";"2017";"Tangerina";"370385";"352279"
"São Paulo";"2017";"Tomate";"929793";"1294679"
"São Paulo";"2017";"Trigo (em grão)";"381810";"228204"
"São Paulo";"2017";"Triticale (em grão)";"7012";"2935"
"São Paulo";"2017";"Tungue (fruto seco)";"-";"-"
"São Paulo";"2017";"Urucum (semente)";"4031";"28337"
"São Paulo";"2017";"Uva";"133261";"387974"
"São Paulo";"2018";"Abacate";"132017";"168027"
"São Paulo";"2018";"Abacaxi*";"95156";"106300"
"São Paulo";"2018";"Açaí";"-";"-"
"São Paulo";"2018";"Alfafa fenada";"...";"..."
"São Paulo";"2018";"Algodão arbóreo (em caroço)";"-";"-"
"São Paulo";"2018";"Algodão herbáceo (em caroço)";"21302";"76262"
"São Paulo";"2018";"Alho";"155";"770"
"São Paulo";"2018";"Amendoim (em casca)";"520183";"790036"
"São Paulo";"2018";"Arroz (em casca)";"58928";"46871"
"São Paulo";"2018";"Aveia (em grão)";"12144";"4302"
"São Paulo";"2018";"Azeitona";"111";"327"
"São Paulo";"2018";"Banana (cacho)";"1061610";"1376149"
"São Paulo";"2018";"Batata-doce";"149085";"119671"
"São Paulo";"2018";"Batata-inglesa";"689506";"528339"
"São Paulo";"2018";"Borracha (látex coagulado)";"227035";"516343"
"São Paulo";"2018";"Borracha (látex líquido)";"...";"..."
"São Paulo";"2018";"Cacau (em amêndoa)";"-";"-"
"São Paulo";"2018";"Café (em grão) Total";"342870";"1974169"
"São Paulo";"2018";"Café (em grão) Arábica";"342814";"1973887"
"São Paulo";"2018";"Café (em grão) Canephora";"56";"282"
"São Paulo";"2018";"Caju";"...";"..."
"São Paulo";"2018";"Cana-de-açúcar";"430533785";"28052090"
"São Paulo";"2018";"Cana para forragem";"...";"..."
"São Paulo";"2018";"Caqui";"79960";"164546"
"São Paulo";"2018";"Castanha de caju";"-";"-"
"São Paulo";"2018";"Cebola";"168668";"134842"
"São Paulo";"2018";"Centeio (em grão)";"-";"-"
"São Paulo";"2018";"Cevada (em grão)";"12740";"7895"
"São Paulo";"2018";"Chá-da-índia (folha verde)";"2034";"1511"
"São Paulo";"2018";"Coco-da-baía*";"13937";"13787"
"São Paulo";"2018";"Dendê (cacho de coco)";"-";"-"
"São Paulo";"2018";"Erva-mate (folha verde)";"-";"-"
"São Paulo";"2018";"Ervilha (em grão)";"71";"273"
"São Paulo";"2018";"Fava (em grão)";"-";"-"
"São Paulo";"2018";"Feijão (em grão)";"242769";"497626"
"São Paulo";"2018";"Figo";"8924";"46623"
"São Paulo";"2018";"Fumo (em folha)";"12";"116"
"São Paulo";"2018";"Girassol (em grão)";"3254";"2633"
"São Paulo";"2018";"Goiaba";"195856";"227044"
"São Paulo";"2018";"Guaraná (semente)";"-";"-"
"São Paulo";"2018";"Juta (fibra)";"-";"-"
"São Paulo";"2018";"Laranja";"12884188";"7019720"
"São Paulo";"2018";"Limão";"1171745";"1132963"
"São Paulo";"2018";"Linho (semente)";"-";"-"
"São Paulo";"2018";"Maçã";"4913";"13415"
"São Paulo";"2018";"Malva (fibra)";"-";"-"
"São Paulo";"2018";"Mamão";"11860";"11842"
"São Paulo";"2018";"Mamona (baga)";"-";"-"
"São Paulo";"2018";"Mandioca";"1178322";"612697"
"São Paulo";"2018";"Manga";"202328";"141448"
"São Paulo";"2018";"Maracujá";"32967";"68893"
"São Paulo";"2018";"Marmelo";"-";"-"
"São Paulo";"2018";"Melancia";"281647";"182390"
"São Paulo";"2018";"Melão";"471";"322"
"São Paulo";"2018";"Milho (em grão)";"4488539";"2474321"
"São Paulo";"2018";"Noz (fruto seco)";"1100";"11309"
"São Paulo";"2018";"Palmito";"36039";"96925"
"São Paulo";"2018";"Pera";"590";"2100"
"São Paulo";"2018";"Pêssego";"34640";"137620"
"São Paulo";"2018";"Pimenta-do-reino";"-";"-"
"São Paulo";"2018";"Rami (fibra)";"-";"-"
"São Paulo";"2018";"Sisal ou agave (fibra)";"-";"-"
"São Paulo";"2018";"Soja (em grão)";"3410297";"3967501"
"São Paulo";"2018";"Sorgo (em grão)";"94955";"41488"
