NOMEREGIAO,NOMEESTADO1,NOMEPRODUTO,Textbox131,Textbox132,Textbox31,Textbox32,Textbox40,Textbox41,Textbox11,Textbox13
CENTRO-OESTE,GO,"""ARROZ""",3,"3.760.000,00",300,"373.218.459,25",987,"1.113.393.163,82",4.889,"3.030.924.166,68"
CENTRO-OESTE,MS,"""MILHO""",356,"236.435.236,20",398,"295.205.728,63",987,"1.113.393.163,82",4.889,"3.030.924.166,68"
CENTRO-OESTE,MS,"""ALGODÃO""",19,"48.369.808,64",398,"295.205.728,63",987,"1.113.393.163,82",4.889,"3.030.924.166,68"
CENTRO-OESTE,MS,"""SOJA""",13,"7.053.478,62",398,"295.205.728,63",987,"1.113.393.163,82",4.889,"3.030.924.166,68"
CENTRO-OESTE,MS,"""TRIGO""",4,"1.643.395,97",398,"295.205.728,63",987,"1.113.393.163,82",4.889,"3.030.924.166,68"
CENTRO-OESTE,MS,"""ARROZ""",3,"823.145,00",398,"295.205.728,63",987,"1.113.393.163,82",4.889,"3.030.924.166,68"
CENTRO-OESTE,MS,"""AMENDOIM""",2,"706.444,00",398,"295.205.728,63",987,"1.113.393.163,82",4.889,"3.030.924.166,68"
CENTRO-OESTE,MS,"""FEIJÃO""",1,"174.220,20",398,"295.205.728,63",987,"1.113.393.163,82",4.889,"3.030.924.166,68"
CENTRO-OESTE,DF,"""SOJA""",10,"9.465.228,00",19,"15.909.102,38",987,"1.113.393.163,82",4.889,"3.030.924.166,68"
CENTRO-OESTE,DF,"""MILHO""",9,"6.443.874,38",19,"15.909.102,38",987,"1.113.393.163,82",4.889,"3.030.924.166,68"
SUDESTE,MG,"""MILHO""",72,"149.924.110,67",415,"297.411.671,63",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,MG,"""CAFÉ""",316,"108.581.641,19",415,"297.411.671,63",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,MG,"""SOJA""",8,"24.049.834,02",415,"297.411.671,63",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,MG,"""ALHO""",8,"10.429.050,00",415,"297.411.671,63",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,MG,"""FEIJÃO""",9,"2.744.148,35",415,"297.411.671,63",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,MG,"""ALGODÃO""",1,"1.530.887,40",415,"297.411.671,63",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,MG,"""SORGO""",1,"152.000,00",415,"297.411.671,63",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,SP,"""AMENDOIM""",133,"80.610.374,40",322,"182.235.796,59",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,SP,"""MILHO""",93,"59.342.863,48",322,"182.235.796,59",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,SP,"""CAFÉ""",70,"21.774.064,44",322,"182.235.796,59",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,SP,"""TRIGO""",9,"8.903.455,73",322,"182.235.796,59",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,SP,"""SOJA""",8,"6.493.578,00",322,"182.235.796,59",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,SP,"""FEIJÃO""",2,"2.565.000,00",322,"182.235.796,59",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,SP,"""MANDIOCA (AIPIM, MACAXEIRA)""",1,"1.000.000,00",322,"182.235.796,59",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,SP,"""SORGO""",1,"935.554,14",322,"182.235.796,59",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,SP,"""ARROZ""",5,"610.906,40",322,"182.235.796,59",739,"480.067.218,06",4.889,"3.030.924.166,68"
SUDESTE,ES,"""CAFÉ""",2,"419.749,84",2,"419.749,84",739,"480.067.218,06",4.889,"3.030.924.166,68"
NORDESTE,BA,"""SOJA""",13,"48.122.958,79",33,"88.269.515,35",120,"193.787.162,02",4.889,"3.030.924.166,68"
NORDESTE,BA,"""ALGODÃO""",4,"23.200.000,00",33,"88.269.515,35",120,"193.787.162,02",4.889,"3.030.924.166,68"
NORDESTE,BA,"""MILHO""",11,"14.674.345,34",33,"88.269.515,35",120,"193.787.162,02",4.889,"3.030.924.166,68"
NORDESTE,BA,"""CAFÉ""",5,"2.272.211,22",33,"88.269.515,35",120,"193.787.162,02",4.889,"3.030.924.166,68"
NORDESTE,PI,"""MILHO""",25,"33.031.157,49",35,"66.173.171,90",120,"193.787.162,02",4.889,"3.030.924.166,68"
NORDESTE,PI,"""SOJA""",8,"32.745.014,41",35,"66.173.171,90",120,"193.787.162,02",4.889,"3.030.924.166,68"
NORDESTE,PI,"""CARNAÚBA""",2,"397.000,00",35,"66.173.171,90",120,"193.787.162,02",4.889,"3.030.924.166,68"
NORDESTE,MA,"""MILHO""",32,"27.525.188,90",43,"35.465.402,97",120,"193.787.162,02",4.889,"3.030.924.166,68"
NORDESTE,MA,"""SOJA""",10,"7.592.570,88",43,"35.465.402,97",120,"193.787.162,02",4.889,"3.030.924.166,68"
NORDESTE,MA,"""ARROZ""",1,"347.643,19",43,"35.465.402,97",120,"193.787.162,02",4.889,"3.030.924.166,68"
NORDESTE,CE,"""CARNAÚBA""",9,"3.879.071,80",9,"3.879.071,80",120,"193.787.162,02",4.889,"3.030.924.166,68"
NORTE,TO,"""ARROZ""",15,"20.359.412,75",47,"49.048.569,45",54,"55.929.324,77",4.889,"3.030.924.166,68"
NORTE,TO,"""MILHO""",29,"17.731.316,70",47,"49.048.569,45",54,"55.929.324,77",4.889,"3.030.924.166,68"
NORTE,TO,"""SOJA""",3,"10.957.840,00",47,"49.048.569,45",54,"55.929.324,77",4.889,"3.030.924.166,68"
NORTE,PA,"""MILHO""",4,"4.027.155,32",7,"6.880.755,32",54,"55.929.324,77",4.889,"3.030.924.166,68"
NORTE,PA,"""SOJA""",3,"2.853.600,00",7,"6.880.755,32",54,"55.929.324,77",4.889,"3.030.924.166,68"

