NOMEREGIAO,NOMEESTADO1,NOMEPRODUTO,Textbox131,Textbox132,Textbox31,Textbox32,Textbox40,Textbox41,Textbox11,Textbox13
SUDESTE,SP,"""MANGA""",13,"1.814.237,35",621,"919.440.473,08",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,SP,"""MAMÃO""",10,"1.673.035,45",621,"919.440.473,08",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,SP,"""BANANA""",11,"1.072.258,45",621,"919.440.473,08",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,SP,"""ABACAXI""",10,"1.049.403,91",621,"919.440.473,08",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,SP,"""PÊSSEGO""",5,"367.509,50",621,"919.440.473,08",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,SP,"""ACEROLA""",2,"319.372,90",621,"919.440.473,08",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,SP,"""GOIABA""",10,"197.606,33",621,"919.440.473,08",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,SP,"""COCO-DA-BAIA""",1,"19.640,00",621,"919.440.473,08",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""CAFÉ""",112,"290.854.007,48",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""MILHO""",104,"150.495.347,55",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""ARROZ""",33,"40.413.327,65",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""TRIGO""",17,"37.927.514,62",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""ALGODÃO""",35,"33.554.446,60",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""MARACUJÁ""",4,"7.799.591,70",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""MAÇÃ""",7,"7.073.402,04",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""SORGO""",8,"5.247.891,99",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""SOJA""",2,"3.773.157,36",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""ACEROLA""",4,"3.686.666,25",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""MANGA""",5,"2.834.999,78",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""BANANA""",4,"1.420.462,06",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""MORANGO""",3,"1.317.541,00",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""PÊSSEGO""",1,"300.000,00",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""GOIABA""",3,"297.381,72",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""ABACAXI""",5,"286.879,07",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""TOMATE""",1,"115.934,40",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""MAMÃO""",1,"109.576,00",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,MG,"""COCO-DA-BAIA""",1,"79.480,00",350,"587.587.607,27",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,ES,"""CAFÉ""",21,"38.730.481,55",25,"44.335.694,25",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,ES,"""MANGA""",2,"3.373.897,66",25,"44.335.694,25",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,ES,"""MARACUJÁ""",1,"2.000.000,00",25,"44.335.694,25",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,ES,"""MILHO""",1,"231.315,04",25,"44.335.694,25",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,RJ,"""UVA""",17,"5.968.351,00",33,"15.166.608,74",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,RJ,"""MAÇÃ""",4,"4.873.623,17",33,"15.166.608,74",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,RJ,"""MARACUJÁ""",3,"1.977.929,38",33,"15.166.608,74",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,RJ,"""BANANA""",2,"805.354,94",33,"15.166.608,74",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,RJ,"""MANGA""",1,"478.385,44",33,"15.166.608,74",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,RJ,"""PÊSSEGO""",1,"473.876,50",33,"15.166.608,74",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,RJ,"""MAMÃO""",2,"287.774,91",33,"15.166.608,74",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,RJ,"""ABACAXI""",2,"265.929,30",33,"15.166.608,74",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
SUDESTE,RJ,"""GOIABA""",1,"35.384,10",33,"15.166.608,74",1.029,"1.566.530.383,34",3.661,"5.495.612.178,55"
CENTRO-OESTE,GO,"""MILHO""",46,"83.986.264,20",78,"148.777.381,01",210,"362.449.037,70",3.661,"5.495.612.178,55"
CENTRO-OESTE,GO,"""ARROZ""",18,"50.214.722,00",78,"148.777.381,01",210,"362.449.037,70",3.661,"5.495.612.178,55"
CENTRO-OESTE,GO,"""SORGO""",8,"11.207.147,31",78,"148.777.381,01",210,"362.449.037,70",3.661,"5.495.612.178,55"
CENTRO-OESTE,GO,"""TRIGO""",5,"3.300.000,00",78,"148.777.381,01",210,"362.449.037,70",3.661,"5.495.612.178,55"
CENTRO-OESTE,GO,"""CASTANHA-DO-BRASIL""",1,"69.247,50",78,"148.777.381,01",210,"362.449.037,70",3.661,"5.495.612.178,55"
CENTRO-OESTE,MT,"""MILHO""",41,"85.367.035,65",73,"131.717.359,34",210,"362.449.037,70",3.661,"5.495.612.178,55"
CENTRO-OESTE,MT,"""ALGODÃO""",21,"39.663.562,96",73,"131.717.359,34",210,"362.449.037,70",3.661,"5.495.612.178,55"
CENTRO-OESTE,MT,"""ARROZ""",11,"6.686.760,73",73,"131.717.359,34",210,"362.449.037,70",3.661,"5.495.612.178,55"
CENTRO-OESTE,MS,"""MILHO""",28,"48.363.601,08",50,"70.024.541,31",210,"362.449.037,70",3.661,"5.495.612.178,55"
CENTRO-OESTE,MS,"""ALGODÃO""",2,"10.703.400,00",50,"70.024.541,31",210,"362.449.037,70",3.661,"5.495.612.178,55"
CENTRO-OESTE,MS,"""MANDIOCA (AIPIM, MACAXEIRA)""",9,"5.820.723,04",50,"70.024.541,31",210,"362.449.037,70",3.661,"5.495.612.178,55"
CENTRO-OESTE,MS,"""ARROZ""",11,"5.136.817,19",50,"70.024.541,31",210,"362.449.037,70",3.661,"5.495.612.178,55"
CENTRO-OESTE,DF,"""MILHO""",7,"8.699.632,37",9,"11.929.756,04",210,"362.449.037,70",3.661,"5.495.612.178,55"
CENTRO-OESTE,DF,"""TRIGO""",1,"2.650.123,67",9,"11.929.756,04",210,"362.449.037,70",3.661,"5.495.612.178,55"
CENTRO-OESTE,DF,"""ARROZ""",1,"580.000,00",9,"11.929.756,04",210,"362.449.037,70",3.661,"5.495.612.178,55"
NORDESTE,CE,"""ALGODÃO""",20,"63.253.549,01",43,"117.814.440,12",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,CE,"""CAJU""",13,"32.595.363,50",43,"117.814.440,12",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,CE,"""TRIGO""",7,"17.710.298,53",43,"117.814.440,12",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,CE,"""MILHO""",2,"4.000.000,00",43,"117.814.440,12",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,CE,"""CAFÉ""",1,"255.229,08",43,"117.814.440,12",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,PB,"""ALGODÃO""",4,"42.947.667,60",5,"47.947.667,60",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,PB,"""MILHO""",1,"5.000.000,00",5,"47.947.667,60",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,AL,"""MILHO""",20,"40.907.381,93",23,"42.061.350,19",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,AL,"""GOIABA""",3,"1.153.968,26",23,"42.061.350,19",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,SE,"""ALGODÃO""",19,"19.026.459,77",28,"26.758.176,99",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,SE,"""MILHO""",9,"7.731.717,22",28,"26.758.176,99",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,BA,"""TRIGO""",2,"7.153.274,95",24,"22.266.776,05",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,BA,"""MAMONA""",4,"6.343.632,32",24,"22.266.776,05",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,BA,"""ALGODÃO""",5,"2.000.000,00",24,"22.266.776,05",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,BA,"""ACEROLA""",2,"1.447.022,79",24,"22.266.776,05",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,BA,"""GOIABA""",2,"1.296.390,66",24,"22.266.776,05",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,BA,"""CAFÉ""",2,"1.218.920,00",24,"22.266.776,05",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,BA,"""MARACUJÁ""",2,"1.086.258,00",24,"22.266.776,05",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,BA,"""MANGA""",2,"665.091,17",24,"22.266.776,05",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,BA,"""MORANGO""",2,"591.132,36",24,"22.266.776,05",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,BA,"""ABACAXI""",1,"465.053,80",24,"22.266.776,05",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,PI,"""CAJU""",2,"4.000.000,00",5,"7.750.000,00",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,PI,"""MILHO""",2,"3.600.000,00",5,"7.750.000,00",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,PI,"""ARROZ""",1,"150.000,00",5,"7.750.000,00",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,PE,"""MILHO""",2,"7.149.883,84",2,"7.149.883,84",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,RN,"""CAJU""",3,"5.600.000,00",4,"5.900.000,00",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORDESTE,RN,"""ARROZ""",1,"300.000,00",4,"5.900.000,00",134,"277.648.294,79",3.661,"5.495.612.178,55"
NORTE,RO,"""ARROZ""",12,"23.365.946,45",14,"25.594.415,65",30,"62.290.567,70",3.661,"5.495.612.178,55"
NORTE,RO,"""MILHO""",2,"2.228.469,20",14,"25.594.415,65",30,"62.290.567,70",3.661,"5.495.612.178,55"
NORTE,TO,"""ARROZ""",6,"19.061.524,34",9,"25.061.524,34",30,"62.290.567,70",3.661,"5.495.612.178,55"
NORTE,TO,"""MILHO""",3,"6.000.000,00",9,"25.061.524,34",30,"62.290.567,70",3.661,"5.495.612.178,55"
NORTE,PA,"""MILHO""",6,"9.434.627,71",7,"11.634.627,71",30,"62.290.567,70",3.661,"5.495.612.178,55"
NORTE,PA,"""CAJU""",1,"2.200.000,00",7,"11.634.627,71",30,"62.290.567,70",3.661,"5.495.612.178,55"

