NOMEREGIAO,NOMEESTADO1,NOMEPRODUTO,Textbox131,Textbox132,Textbox31,Textbox32,Textbox40,Textbox41,Textbox11,Textbox13
SUL,RS,"""ARROZ""",374,"709.861.483,11",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,RS,"""TRIGO""",381,"593.340.257,18",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,RS,"""SOJA""",58,"481.307.254,17",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,RS,"""UVA""",153,"242.647.519,03",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,RS,"""MILHO""",193,"173.561.642,82",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,RS,"""MAÇÃ""",25,"62.097.134,13",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,RS,"""PÊSSEGO""",6,"12.656.402,30",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,RS,"""FEIJÃO""",6,"7.400.000,00",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,RS,"""AVEIA""",9,"3.621.284,38",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,RS,"""CANOLA""",2,"3.483.900,12",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,RS,"""GIRASSOL""",2,"2.755.074,25",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,RS,"""ALGODÃO""",2,"1.194.500,00",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,RS,"""LARANJA""",1,"764.596,20",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,RS,"""SORGO""",1,"383.250,00",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,RS,"""MORANGO""",1,"123.868,80",1.214,"2.295.198.166,49",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,PR,"""MILHO""",303,"570.176.239,48",763,"1.401.967.106,54",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,PR,"""TRIGO""",256,"490.672.715,39",763,"1.401.967.106,54",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,PR,"""SOJA""",15,"67.122.481,57",763,"1.401.967.106,54",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,PR,"""ALGODÃO""",56,"62.917.523,51",763,"1.401.967.106,54",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,PR,"""MANDIOCA (AIPIM, MACAXEIRA)""",50,"60.352.860,30",763,"1.401.967.106,54",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,PR,"""CEVADA""",6,"54.000.000,00",763,"1.401.967.106,54",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,PR,"""CAFÉ""",19,"42.685.465,41",763,"1.401.967.106,54",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,PR,"""ARROZ""",33,"28.007.069,04",763,"1.401.967.106,54",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,PR,"""AVEIA""",24,"25.674.893,84",763,"1.401.967.106,54",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,PR,"""UVA""",1,"357.858,00",763,"1.401.967.106,54",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,SC,"""ARROZ""",152,"293.940.796,88",345,"581.549.387,28",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,SC,"""ALGODÃO""",52,"82.874.575,20",345,"581.549.387,28",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,SC,"""TRIGO""",51,"80.459.268,89",345,"581.549.387,28",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,SC,"""MILHO""",51,"74.241.254,79",345,"581.549.387,28",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,SC,"""MAÇÃ""",18,"38.598.734,25",345,"581.549.387,28",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,SC,"""MANDIOCA (AIPIM, MACAXEIRA)""",7,"5.782.013,01",345,"581.549.387,28",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,SC,"""FEIJÃO""",3,"2.457.673,80",345,"581.549.387,28",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,SC,"""SOJA""",2,"1.185.690,46",345,"581.549.387,28",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,SC,"""ALHO""",2,"800.000,00",345,"581.549.387,28",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,SC,"""UVA""",6,"783.463,00",345,"581.549.387,28",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUL,SC,"""TRITICALE""",1,"425.917,00",345,"581.549.387,28",2.322,"4.278.714.660,31",3.757,"6.795.351.984,73"
SUDESTE,SP,"""ALGODÃO""",126,"276.749.535,04",648,"907.039.699,52",1.006,"1.490.428.641,22",3.757,"6.795.351.984,73"
SUDESTE,SP,"""ARROZ""",230,"214.354.352,72",648,"907.039.699,52",1.006,"1.490.428.641,22",3.757,"6.795.351.984,73"
SUDESTE,SP,"""AMENDOIM""",39,"113.362.871,84",648,"907.039.699,52",1.006,"1.490.428.641,22",3.757,"6.795.351.984,73"
SUDESTE,SP,"""MILHO""",90,"94.147.268,00",648,"907.039.699,52",1.006,"1.490.428.641,22",3.757,"6.795.351.984,73"
SUDESTE,SP,"""TRIGO""",27,"63.093.867,72",648,"907.039.699,52",1.006,"1.490.428.641,22",3.757,"6.795.351.984,73"
SUDESTE,SP,"""CAFÉ""",18,"37.877.679,51",648,"907.039.699,52",1.006,"1.490.428.641,22",3.757,"6.795.351.984,73"
SUDESTE,SP,"""TOMATE""",13,"28.064.401,53",648,"907.039.699,52",1.006,"1.490.428.641,22",3.757,"6.795.351.984,73"
SUDESTE,SP,"""GOIABA""",14,"14.205.931,54",648,"907.039.699,52",1.006,"1.490.428.641,22",3.757,"6.795.351.984,73"
SUDESTE,SP,"""MAMONA""",9,"12.201.778,20",648,"907.039.699,52",1.006,"1.490.428.641,22",3.757,"6.795.351.984,73"
SUDESTE,SP,"""BANANA""",13,"8.973.235,05",648,"907.039.699,52",1.006,"1.490.428.641,22",3.757,"6.795.351.984,73"
SUDESTE,SP,"""UVA""",1,"6.850.000,00",648,"907.039.699,52",1.006,"1.490.428.641,22",3.757,"6.795.351.984,73"
SUDESTE,SP,"""MARACUJÁ""",11,"6.534.344,62",648,"907.039.699,52",1.006,"1.490.428.641,22",3.757,"6.795.351.984,73"
SUDESTE,SP,"""ABACAXI""",11,"4.956.501,81",648,"907.039.699,52",1.006,"1.490.428.641,22",3.757,"6.795.351.984,73"
SUDESTE,SP,"""MAMÃO""",7,"4.698.081,49",648,"907.039.699,52",1.006,"1.490.428.641,22",3.757,"6.795.351.984,73"
