NOMEREGIAO,NOMEESTADO1,NOMEPRODUTO,Textbox131,Textbox132,Textbox31,Textbox32,Textbox40,Textbox41,Textbox11,Textbox13
CENTRO-OESTE,MS,"""MILHO""",310,"266.589.125,66",538,"546.296.642,51",1.525,"2.639.570.326,49",7.879,"7.209.768.190,99"
CENTRO-OESTE,MS,"""SOJA""",202,"221.506.416,85",538,"546.296.642,51",1.525,"2.639.570.326,49",7.879,"7.209.768.190,99"
CENTRO-OESTE,MS,"""ALGODÃO""",17,"51.620.000,00",538,"546.296.642,51",1.525,"2.639.570.326,49",7.879,"7.209.768.190,99"
CENTRO-OESTE,MS,"""CANA-DE-AÇUCAR""",1,"3.500.000,00",538,"546.296.642,51",1.525,"2.639.570.326,49",7.879,"7.209.768.190,99"
CENTRO-OESTE,MS,"""ARROZ""",6,"1.996.100,00",538,"546.296.642,51",1.525,"2.639.570.326,49",7.879,"7.209.768.190,99"
CENTRO-OESTE,MS,"""AMENDOIM""",1,"800.000,00",538,"546.296.642,51",1.525,"2.639.570.326,49",7.879,"7.209.768.190,99"
CENTRO-OESTE,MS,"""TRIGO""",1,"285.000,00",538,"546.296.642,51",1.525,"2.639.570.326,49",7.879,"7.209.768.190,99"
CENTRO-OESTE,DF,"""TRIGO""",1,"10.000.000,00",19,"23.317.069,40",1.525,"2.639.570.326,49",7.879,"7.209.768.190,99"
CENTRO-OESTE,DF,"""SOJA""",8,"7.389.758,40",19,"23.317.069,40",1.525,"2.639.570.326,49",7.879,"7.209.768.190,99"
CENTRO-OESTE,DF,"""MILHO""",8,"4.738.576,00",19,"23.317.069,40",1.525,"2.639.570.326,49",7.879,"7.209.768.190,99"
CENTRO-OESTE,DF,"""FEIJÃO""",1,"1.007.469,00",19,"23.317.069,40",1.525,"2.639.570.326,49",7.879,"7.209.768.190,99"
CENTRO-OESTE,DF,"""CAFÉ""",1,"181.266,00",19,"23.317.069,40",1.525,"2.639.570.326,49",7.879,"7.209.768.190,99"
SUL,RS,"""ARROZ""",966,"572.918.570,44",2.579,"1.509.740.013,18",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,RS,"""SOJA""",726,"465.186.748,96",2.579,"1.509.740.013,18",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,RS,"""TRIGO""",511,"257.069.930,75",2.579,"1.509.740.013,18",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,RS,"""MILHO""",261,"123.849.801,64",2.579,"1.509.740.013,18",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,RS,"""UVA""",34,"38.920.463,14",2.579,"1.509.740.013,18",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,RS,"""MAÇÃ""",30,"29.135.430,99",2.579,"1.509.740.013,18",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,RS,"""AVEIA""",36,"15.711.616,84",2.579,"1.509.740.013,18",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,RS,"""ALHO""",6,"4.838.916,00",2.579,"1.509.740.013,18",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,RS,"""FEIJÃO""",8,"1.955.534,42",2.579,"1.509.740.013,18",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,RS,"""CANOLA""",1,"153.000,00",2.579,"1.509.740.013,18",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,PR,"""SOJA""",478,"326.719.232,91",1.074,"673.759.470,40",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,PR,"""MILHO""",380,"229.977.846,68",1.074,"673.759.470,40",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,PR,"""TRIGO""",162,"86.312.753,45",1.074,"673.759.470,40",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,PR,"""CAFÉ""",19,"10.174.791,54",1.074,"673.759.470,40",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,PR,"""ARROZ""",22,"9.386.624,75",1.074,"673.759.470,40",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,PR,"""AVEIA""",6,"9.081.575,00",1.074,"673.759.470,40",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,PR,"""CEVADA""",7,"2.106.646,07",1.074,"673.759.470,40",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,SC,"""ARROZ""",591,"118.656.582,39",873,"230.715.470,03",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,SC,"""SOJA""",81,"50.534.618,76",873,"230.715.470,03",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,SC,"""MILHO""",94,"26.119.251,13",873,"230.715.470,03",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,SC,"""MAÇÃ""",52,"17.575.199,62",873,"230.715.470,03",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,SC,"""ALHO""",37,"11.391.914,20",873,"230.715.470,03",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,SC,"""TRIGO""",7,"5.512.988,73",873,"230.715.470,03",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,SC,"""MANDIOCA (AIPIM, MACAXEIRA)""",4,"533.000,00",873,"230.715.470,03",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUL,SC,"""FEIJÃO""",7,"391.915,20",873,"230.715.470,03",4.526,"2.414.214.953,61",7.879,"7.209.768.190,99"
SUDESTE,SP,"""CANA-DE-AÇUCAR""",7,"479.584.000,00",491,"801.608.677,04",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,SP,"""AMENDOIM""",146,"123.024.239,24",491,"801.608.677,04",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,SP,"""SOJA""",98,"64.754.279,67",491,"801.608.677,04",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,SP,"""MILHO""",98,"55.338.821,39",491,"801.608.677,04",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,SP,"""CAFÉ""",97,"44.088.143,22",491,"801.608.677,04",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,SP,"""TRIGO""",21,"20.571.064,76",491,"801.608.677,04",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,SP,"""FEIJÃO""",6,"7.778.408,00",491,"801.608.677,04",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,SP,"""ALGODÃO""",6,"4.898.062,00",491,"801.608.677,04",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,SP,"""ARROZ""",10,"1.001.658,76",491,"801.608.677,04",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,SP,"""LARANJA""",2,"570.000,00",491,"801.608.677,04",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,MG,"""CAFÉ""",331,"213.980.922,75",517,"548.314.000,24",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,MG,"""SOJA""",62,"151.771.786,73",517,"548.314.000,24",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,MG,"""MILHO""",93,"112.082.141,72",517,"548.314.000,24",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,MG,"""ALGODÃO""",9,"35.004.044,04",517,"548.314.000,24",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,MG,"""ALHO""",9,"12.658.840,00",517,"548.314.000,24",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,MG,"""FEIJÃO""",6,"11.590.895,00",517,"548.314.000,24",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,MG,"""CANA-DE-AÇUCAR""",2,"9.000.000,00",517,"548.314.000,24",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,MG,"""SORGO""",5,"2.225.370,00",517,"548.314.000,24",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
SUDESTE,ES,"""CAFÉ""",322,"60.300.129,93",322,"60.300.129,93",1.330,"1.410.222.807,21",7.879,"7.209.768.190,99"
NORDESTE,BA,"""ALGODÃO""",34,"119.900.284,98",144,"284.894.941,08",407,"592.789.036,29",7.879,"7.209.768.190,99"
NORDESTE,BA,"""SOJA""",47,"112.829.002,82",144,"284.894.941,08",407,"592.789.036,29",7.879,"7.209.768.190,99"
NORDESTE,BA,"""MILHO""",38,"35.730.506,28",144,"284.894.941,08",407,"592.789.036,29",7.879,"7.209.768.190,99"
NORDESTE,BA,"""CAFÉ""",25,"16.435.147,00",144,"284.894.941,08",407,"592.789.036,29",7.879,"7.209.768.190,99"
NORDESTE,PI,"""SOJA""",21,"88.407.831,38",92,"179.343.811,32",407,"592.789.036,29",7.879,"7.209.768.190,99"
NORDESTE,PI,"""MILHO""",67,"64.682.479,94",92,"179.343.811,32",407,"592.789.036,29",7.879,"7.209.768.190,99"
NORDESTE,PI,"""ALGODÃO""",2,"26.032.000,00",92,"179.343.811,32",407,"592.789.036,29",7.879,"7.209.768.190,99"
NORDESTE,PI,"""CARNAÚBA""",2,"221.500,00",92,"179.343.811,32",407,"592.789.036,29",7.879,"7.209.768.190,99"
NORDESTE,MA,"""MILHO""",37,"64.279.139,18",58,"94.827.846,27",407,"592.789.036,29",7.879,"7.209.768.190,99"
NORDESTE,MA,"""SOJA""",18,"29.175.013,59",58,"94.827.846,27",407,"592.789.036,29",7.879,"7.209.768.190,99"
NORDESTE,MA,"""ARROZ""",2,"1.061.136,00",58,"94.827.846,27",407,"592.789.036,29",7.879,"7.209.768.190,99"
NORDESTE,MA,"""CARNAÚBA""",1,"312.557,50",58,"94.827.846,27",407,"592.789.036,29",7.879,"7.209.768.190,99"
NORDESTE,SE,"""MILHO""",112,"33.362.437,62",112,"33.362.437,62",407,"592.789.036,29",7.879,"7.209.768.190,99"
NORDESTE,CE,"""CARNAÚBA""",1,"360.000,00",1,"360.000,00",407,"592.789.036,29",7.879,"7.209.768.190,99"
NORTE,TO,"""ARROZ""",24,"55.484.680,00",72,"120.631.163,68",91,"152.971.067,39",7.879,"7.209.768.190,99"
NORTE,TO,"""SOJA""",16,"39.583.958,04",72,"120.631.163,68",91,"152.971.067,39",7.879,"7.209.768.190,99"
NORTE,TO,"""MILHO""",32,"25.562.525,64",72,"120.631.163,68",91,"152.971.067,39",7.879,"7.209.768.190,99"
NORTE,PA,"""MILHO""",11,"15.537.504,00",14,"19.227.503,71",91,"152.971.067,39",7.879,"7.209.768.190,99"
NORTE,PA,"""SOJA""",2,"2.689.999,71",14,"19.227.503,71",91,"152.971.067,39",7.879,"7.209.768.190,99"
NORTE,PA,"""SORGO""",1,"1.000.000,00",14,"19.227.503,71",91,"152.971.067,39",7.879,"7.209.768.190,99"
NORTE,RO,"""SOJA""",2,"6.452.400,00",4,"12.452.400,00",91,"152.971.067,39",7.879,"7.209.768.190,99"
NORTE,RO,"""MILHO""",2,"6.000.000,00",4,"12.452.400,00",91,"152.971.067,39",7.879,"7.209.768.190,99"
NORTE,RR,"""MILHO""",1,"660.000,00",1,"660.000,00",91,"152.971.067,39",7.879,"7.209.768.190,99"

