NOMEREGIAO,NOMEESTADO1,NOMEPRODUTO,Textbox131,Textbox132,Textbox31,Textbox32,Textbox40,Textbox41,Textbox11,Textbox13
SUL,RS,"""ARROZ""",380,"681.214.624,30",1.028,"1.777.218.348,32",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,RS,"""TRIGO""",236,"329.517.733,85",1.028,"1.777.218.348,32",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,RS,"""SOJA""",57,"296.522.911,01",1.028,"1.777.218.348,32",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,RS,"""UVA""",155,"258.683.477,61",1.028,"1.777.218.348,32",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,RS,"""MILHO""",150,"145.955.423,64",1.028,"1.777.218.348,32",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,RS,"""MAÇÃ""",25,"36.862.186,36",1.028,"1.777.218.348,32",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,RS,"""CANOLA""",5,"10.872.290,34",1.028,"1.777.218.348,32",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,RS,"""FEIJÃO""",8,"7.200.000,00",1.028,"1.777.218.348,32",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,RS,"""PÊSSEGO""",5,"6.811.988,50",1.028,"1.777.218.348,32",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,RS,"""AVEIA""",2,"1.686.222,22",1.028,"1.777.218.348,32",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,RS,"""LARANJA""",2,"800.000,00",1.028,"1.777.218.348,32",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,RS,"""ALGODÃO""",1,"567.990,49",1.028,"1.777.218.348,32",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,RS,"""GIRASSOL""",1,"423.500,00",1.028,"1.777.218.348,32",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,RS,"""TOMATE""",1,"100.000,00",1.028,"1.777.218.348,32",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,PR,"""MILHO""",261,"381.762.194,02",616,"918.239.205,72",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,PR,"""TRIGO""",184,"335.680.189,66",616,"918.239.205,72",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,PR,"""MANDIOCA (AIPIM, MACAXEIRA)""",57,"53.673.788,86",616,"918.239.205,72",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,PR,"""SOJA""",15,"39.751.554,07",616,"918.239.205,72",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,PR,"""AVEIA""",34,"34.195.479,43",616,"918.239.205,72",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,PR,"""ALGODÃO""",24,"29.717.744,66",616,"918.239.205,72",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,PR,"""ARROZ""",28,"20.547.821,74",616,"918.239.205,72",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,PR,"""CAFÉ""",11,"20.110.433,28",616,"918.239.205,72",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,PR,"""CEVADA""",1,"1.800.000,00",616,"918.239.205,72",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,PR,"""AMENDOIM""",1,"1.000.000,00",616,"918.239.205,72",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,SC,"""ARROZ""",160,"263.680.800,19",319,"448.265.599,98",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,SC,"""ALGODÃO""",42,"65.133.975,46",319,"448.265.599,98",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,SC,"""TRIGO""",44,"47.625.925,94",319,"448.265.599,98",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,SC,"""MAÇÃ""",25,"43.799.665,47",319,"448.265.599,98",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,SC,"""MILHO""",25,"18.644.967,47",319,"448.265.599,98",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,SC,"""UVA""",9,"3.304.082,00",319,"448.265.599,98",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,SC,"""MANDIOCA (AIPIM, MACAXEIRA)""",5,"3.160.025,97",319,"448.265.599,98",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,SC,"""SOJA""",5,"2.066.157,48",319,"448.265.599,98",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUL,SC,"""FEIJÃO""",4,"850.000,00",319,"448.265.599,98",1.963,"3.143.723.154,02",3.191,"5.082.353.610,73"
SUDESTE,SP,"""ARROZ""",216,"234.927.231,53",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""ALGODÃO""",125,"205.846.881,83",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""MILHO""",103,"130.814.634,73",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""AMENDOIM""",33,"92.342.953,23",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""TRIGO""",26,"36.962.543,26",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""CAFÉ""",24,"36.907.535,81",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""SOJA""",7,"15.887.605,91",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""GOIABA""",12,"15.023.146,68",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""MAMONA""",8,"11.954.945,91",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""MANDIOCA (AIPIM, MACAXEIRA)""",6,"7.526.354,26",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""BANANA""",13,"6.883.195,63",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""MAÇÃ""",8,"6.589.210,16",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""CEVADA""",1,"4.700.000,00",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""MANGA""",5,"3.549.709,27",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""MAMÃO""",4,"3.294.647,86",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""MORANGO""",4,"2.731.085,29",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""ABACAXI""",6,"1.869.447,95",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""TOMATE""",3,"1.595.371,48",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""MARACUJÁ""",3,"415.865,20",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""ACEROLA""",2,"364.982,46",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,SP,"""PÊSSEGO""",2,"233.431,79",611,"820.420.780,24",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""MILHO""",78,"138.901.767,95",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""CAFÉ""",31,"93.411.698,06",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""TRIGO""",28,"69.078.330,21",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""ARROZ""",23,"39.794.939,77",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""ALGODÃO""",39,"37.194.843,17",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""MAÇÃ""",5,"6.297.364,42",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""SORGO""",8,"4.162.130,64",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""TOMATE""",5,"3.000.000,00",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""FEIJÃO""",1,"2.334.527,08",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""ABACAXI""",5,"1.516.130,96",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""BANANA""",3,"1.387.797,82",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""MANGA""",2,"917.003,20",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""MANDIOCA (AIPIM, MACAXEIRA)""",1,"325.000,00",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""MAMÃO""",2,"239.808,72",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""SOJA""",1,"70.000,00",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""GOIABA""",2,"26.349,60",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,MG,"""MARACUJÁ""",1,"26.103,44",235,"398.683.795,04",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,ES,"""CAFÉ""",13,"31.302.331,28",20,"36.184.450,45",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,ES,"""MILHO""",4,"4.166.544,78",20,"36.184.450,45",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,ES,"""MARACUJÁ""",1,"362.859,67",20,"36.184.450,45",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,ES,"""GOIABA""",1,"332.929,24",20,"36.184.450,45",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,ES,"""MANGA""",1,"19.785,48",20,"36.184.450,45",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,RJ,"""MAÇÃ""",7,"6.454.421,67",10,"12.694.421,67",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,RJ,"""MILHO""",1,"5.230.000,00",10,"12.694.421,67",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,RJ,"""UVA""",1,"680.000,00",10,"12.694.421,67",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
SUDESTE,RJ,"""BANANA""",1,"330.000,00",10,"12.694.421,67",876,"1.267.983.447,40",3.191,"5.082.353.610,73"
CENTRO-OESTE,GO,"""MILHO""",64,"151.005.046,54",93,"187.298.903,42",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,GO,"""ARROZ""",16,"16.239.526,22",93,"187.298.903,42",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,GO,"""TOMATE""",4,"14.499.428,76",93,"187.298.903,42",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,GO,"""SORGO""",3,"2.434.901,90",93,"187.298.903,42",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,GO,"""TRIGO""",3,"1.500.000,00",93,"187.298.903,42",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,GO,"""FEIJÃO""",1,"1.000.000,00",93,"187.298.903,42",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,GO,"""CAFÉ""",1,"540.000,00",93,"187.298.903,42",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,GO,"""SOJA""",1,"80.000,00",93,"187.298.903,42",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,MT,"""ALGODÃO""",21,"37.124.366,25",80,"114.686.884,65",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,MT,"""MILHO""",27,"30.685.858,56",80,"114.686.884,65",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,MT,"""GIRASSOL""",11,"28.409.138,49",80,"114.686.884,65",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,MT,"""ARROZ""",20,"17.239.921,35",80,"114.686.884,65",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,MT,"""SORGO""",1,"1.227.600,00",80,"114.686.884,65",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,MS,"""MILHO""",21,"54.326.076,69",43,"74.425.325,44",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,MS,"""MANDIOCA (AIPIM, MACAXEIRA)""",13,"11.180.224,46",43,"74.425.325,44",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,MS,"""ARROZ""",9,"8.919.024,29",43,"74.425.325,44",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,DF,"""MILHO""",9,"10.676.958,79",15,"14.137.429,57",231,"390.548.543,08",3.191,"5.082.353.610,73"
CENTRO-OESTE,DF,"""SORGO""",6,"3.460.470,78",15,"14.137.429,57",231,"390.548.543,08",3.191,"5.082.353.610,73"
NORDESTE,CE,"""ALGODÃO""",11,"34.695.571,50",31,"90.103.694,31",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,CE,"""TRIGO""",5,"31.465.543,00",31,"90.103.694,31",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,CE,"""CAJU""",10,"17.670.577,05",31,"90.103.694,31",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,CE,"""MILHO""",3,"5.034.023,50",31,"90.103.694,31",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,CE,"""SOJA""",1,"901.125,58",31,"90.103.694,31",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,CE,"""CAFÉ""",1,"336.853,68",31,"90.103.694,31",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,BA,"""CACAU""",2,"25.000.000,00",19,"43.952.673,16",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,BA,"""TRIGO""",1,"5.575.000,00",19,"43.952.673,16",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,BA,"""MILHO""",3,"5.573.000,00",19,"43.952.673,16",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,BA,"""CAFÉ""",2,"3.957.444,75",19,"43.952.673,16",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,BA,"""ALGODÃO""",3,"2.000.000,00",19,"43.952.673,16",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,BA,"""ACEROLA""",2,"1.252.929,13",19,"43.952.673,16",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,BA,"""MANGA""",2,"268.197,68",19,"43.952.673,16",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,BA,"""ABACAXI""",2,"194.101,60",19,"43.952.673,16",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,BA,"""SERINGUEIRA""",1,"90.000,00",19,"43.952.673,16",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,BA,"""MORANGO""",1,"42.000,00",19,"43.952.673,16",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,AL,"""MILHO""",9,"25.765.870,61",10,"26.253.370,61",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,AL,"""GOIABA""",1,"487.500,00",10,"26.253.370,61",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,PB,"""ALGODÃO""",4,"17.157.098,78",5,"22.457.478,26",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,PB,"""MILHO""",1,"5.300.379,48",5,"22.457.478,26",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,SE,"""ALGODÃO""",16,"15.001.154,82",17,"16.178.646,91",94,"215.082.300,22",3.191,"5.082.353.610,73"
NORDESTE,SE,"""MILHO""",1,"1.177.492,09",17,"16.178.646,91",94,"215.082.300,22",3.191,"5.082.353.610,73"
