NOMEREGIAO,NOMEESTADO1,NOMEPRODUTO,Textbox131,Textbox132,Textbox31,Textbox32,Textbox40,Textbox41,Textbox11,Textbox13
SUL,RS,"""ARROZ""",174,"406.670.565,72",442,"827.590.798,85",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,RS,"""TRIGO""",114,"182.202.033,66",442,"827.590.798,85",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,RS,"""UVA""",69,"106.118.792,58",442,"827.590.798,85",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,RS,"""MILHO""",58,"65.720.836,68",442,"827.590.798,85",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,RS,"""SOJA""",5,"36.486.010,00",442,"827.590.798,85",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,RS,"""PÊSSEGO""",5,"14.192.560,21",442,"827.590.798,85",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,RS,"""FEIJÃO""",8,"8.400.000,00",442,"827.590.798,85",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,RS,"""LARANJA""",3,"3.000.000,00",442,"827.590.798,85",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,RS,"""AVEIA""",2,"2.500.000,00",442,"827.590.798,85",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,RS,"""MAÇÃ""",2,"1.200.000,00",442,"827.590.798,85",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,RS,"""CAFÉ""",1,"1.000.000,00",442,"827.590.798,85",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,RS,"""TRITICALE""",1,"100.000,00",442,"827.590.798,85",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,PR,"""TRIGO""",65,"198.917.752,16",233,"586.292.151,17",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,PR,"""MILHO""",43,"157.912.202,47",233,"586.292.151,17",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,PR,"""MANDIOCA (AIPIM, MACAXEIRA)""",47,"100.057.000,00",233,"586.292.151,17",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,PR,"""ALGODÃO""",40,"65.632.172,10",233,"586.292.151,17",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,PR,"""AVEIA""",18,"32.744.000,00",233,"586.292.151,17",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,PR,"""CAFÉ""",10,"22.152.808,44",233,"586.292.151,17",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,PR,"""ARROZ""",9,"8.143.050,00",233,"586.292.151,17",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,PR,"""UVA""",1,"733.166,00",233,"586.292.151,17",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,SC,"""ARROZ""",71,"163.265.991,97",135,"280.338.564,87",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,SC,"""ALGODÃO""",13,"43.311.684,30",135,"280.338.564,87",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,SC,"""MILHO""",14,"23.331.022,04",135,"280.338.564,87",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,SC,"""MAÇÃ""",9,"22.349.875,00",135,"280.338.564,87",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,SC,"""TRIGO""",18,"21.164.991,56",135,"280.338.564,87",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,SC,"""UVA""",5,"3.515.000,00",135,"280.338.564,87",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,SC,"""MANDIOCA (AIPIM, MACAXEIRA)""",4,"2.800.000,00",135,"280.338.564,87",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUL,SC,"""FEIJÃO""",1,"600.000,00",135,"280.338.564,87",810,"1.694.221.514,89",1.219,"2.721.406.810,52"
SUDESTE,SP,"""MILHO""",36,"222.049.484,03",195,"547.498.209,58",278,"690.762.179,61",1.219,"2.721.406.810,52"
SUDESTE,SP,"""ARROZ""",80,"137.411.178,97",195,"547.498.209,58",278,"690.762.179,61",1.219,"2.721.406.810,52"
SUDESTE,SP,"""CACAU""",2,"71.322.824,69",195,"547.498.209,58",278,"690.762.179,61",1.219,"2.721.406.810,52"
SUDESTE,SP,"""ALGODÃO""",28,"56.801.440,92",195,"547.498.209,58",278,"690.762.179,61",1.219,"2.721.406.810,52"
SUDESTE,SP,"""AMENDOIM""",8,"13.540.000,00",195,"547.498.209,58",278,"690.762.179,61",1.219,"2.721.406.810,52"
SUDESTE,SP,"""CEVADA""",1,"7.471.377,66",195,"547.498.209,58",278,"690.762.179,61",1.219,"2.721.406.810,52"
SUDESTE,SP,"""ABACAXI""",4,"7.295.518,52",195,"547.498.209,58",278,"690.762.179,61",1.219,"2.721.406.810,52"
