NOMEREGIAO,NOMEESTADO1,NOMEPRODUTO,Textbox131,Textbox132,Textbox31,Textbox32,Textbox40,Textbox41,Textbox11,Textbox13
CENTRO-OESTE,DF,"""SOJA""",30,"14.611.220,00",62,"26.574.925,82",2.395,"1.743.964.798,22",12.045,"4.784.912.672,44"
CENTRO-OESTE,DF,"""MILHO""",29,"10.550.705,82",62,"26.574.925,82",2.395,"1.743.964.798,22",12.045,"4.784.912.672,44"
CENTRO-OESTE,DF,"""SORGO""",2,"1.168.000,00",62,"26.574.925,82",2.395,"1.743.964.798,22",12.045,"4.784.912.672,44"
CENTRO-OESTE,DF,"""FEIJÃO""",1,"245.000,00",62,"26.574.925,82",2.395,"1.743.964.798,22",12.045,"4.784.912.672,44"
SUDESTE,MG,"""MILHO""",330,"204.876.328,57",736,"373.148.051,61",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,MG,"""CAFÉ""",326,"83.744.538,19",736,"373.148.051,61",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,MG,"""SOJA""",51,"66.066.408,55",736,"373.148.051,61",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,MG,"""FEIJÃO""",14,"6.047.942,84",736,"373.148.051,61",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,MG,"""TRIGO""",4,"5.630.711,36",736,"373.148.051,61",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,MG,"""ALHO""",6,"4.617.186,00",736,"373.148.051,61",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,MG,"""ALGODÃO""",2,"1.270.000,00",736,"373.148.051,61",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,MG,"""SORGO""",3,"894.936,10",736,"373.148.051,61",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,SP,"""MILHO""",209,"68.728.937,41",582,"193.021.121,63",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,SP,"""AMENDOIM""",123,"52.006.195,90",582,"193.021.121,63",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,SP,"""CAFÉ""",101,"29.074.262,58",582,"193.021.121,63",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,SP,"""SOJA""",66,"22.785.289,01",582,"193.021.121,63",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,SP,"""TRIGO""",41,"11.887.504,80",582,"193.021.121,63",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,SP,"""FEIJÃO""",29,"6.069.506,93",582,"193.021.121,63",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,SP,"""ARROZ""",10,"1.226.785,00",582,"193.021.121,63",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,SP,"""ALGODÃO""",1,"850.000,00",582,"193.021.121,63",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,SP,"""CEVADA""",1,"270.000,00",582,"193.021.121,63",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,SP,"""SORGO""",1,"122.640,00",582,"193.021.121,63",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
SUDESTE,ES,"""CAFÉ""",47,"18.662.900,30",47,"18.662.900,30",1.365,"584.832.073,54",12.045,"4.784.912.672,44"
NORDESTE,BA,"""ALGODÃO""",89,"85.085.022,89",258,"222.186.044,60",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,BA,"""SOJA""",66,"63.031.835,48",258,"222.186.044,60",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,BA,"""MILHO""",79,"59.782.923,69",258,"222.186.044,60",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,BA,"""CAFÉ""",20,"11.467.130,64",258,"222.186.044,60",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,BA,"""FEIJÃO""",3,"2.571.900,00",258,"222.186.044,60",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,BA,"""TRIGO""",1,"247.231,90",258,"222.186.044,60",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,PI,"""SOJA""",20,"23.527.902,55",52,"59.671.989,18",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,PI,"""ALGODÃO""",6,"18.426.011,13",52,"59.671.989,18",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,PI,"""MILHO""",18,"15.100.173,50",52,"59.671.989,18",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,PI,"""CARNAÚBA""",6,"1.484.549,00",52,"59.671.989,18",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,PI,"""ARROZ""",2,"1.133.353,00",52,"59.671.989,18",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,MA,"""MILHO""",28,"17.820.357,04",37,"29.986.313,18",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,MA,"""SOJA""",7,"11.905.956,14",37,"29.986.313,18",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,MA,"""ARROZ""",2,"260.000,00",37,"29.986.313,18",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,SE,"""MILHO""",23,"7.122.258,08",24,"9.995.744,40",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORDESTE,SE,"""ALGODÃO""",1,"2.873.486,32",24,"9.995.744,40",371,"321.840.091,36",12.045,"4.784.912.672,44"
NORTE,TO,"""ARROZ""",39,"22.857.747,16",82,"47.836.519,48",89,"53.905.771,48",12.045,"4.784.912.672,44"
NORTE,TO,"""MILHO""",39,"20.314.924,81",82,"47.836.519,48",89,"53.905.771,48",12.045,"4.784.912.672,44"
NORTE,TO,"""SOJA""",4,"4.663.847,51",82,"47.836.519,48",89,"53.905.771,48",12.045,"4.784.912.672,44"
NORTE,RO,"""ARROZ""",3,"3.800.000,00",7,"6.069.252,00",89,"53.905.771,48",12.045,"4.784.912.672,44"
NORTE,RO,"""MILHO""",2,"1.449.252,00",7,"6.069.252,00",89,"53.905.771,48",12.045,"4.784.912.672,44"
NORTE,RO,"""SOJA""",2,"820.000,00",7,"6.069.252,00",89,"53.905.771,48",12.045,"4.784.912.672,44"

